Input.label,Input.text,Answer.Q1Answer,Answer.html_output
0,"OK REALLY!!!! If your restaurant has to charge .50 cents for a few onions and 1.50 for a side of dressing, it's time to close the doors. First and last visit. This place is definitely not in it for over the top customer service. I felt like I was a burden eating there. If you want a wonderful gyro, go to George's. He knows how to treat his customers.  I was going to buy a whole cake after eating, but after the up-charge NO THANKS!!!!!!  Will not be back. These people do not care whether you eat there or not.",no,"<span class=""active"">OK</span> <span class=""active"">REALLY!!!!</span> <span>If</span> <span>your</span> <span>restaurant</span> <span>has</span> <span>to</span> <span class=""active"">charge</span> <span class=""active"">.50</span> <span class=""active"">cents</span> <span class=""active"">for</span> <span>a</span> <span>few</span> <span class=""active"">onions</span> <span>and</span> <span class=""active"">1.50</span> <span class=""active"">for</span> <span>a</span> <span>side</span> <span>of</span> <span class=""active"">dressing,</span> <span>it's</span> <span>time</span> <span>to</span> <span class=""active"">close</span> <span class=""active"">the</span> <span class=""active"">doors.</span> <span>First</span> <span>and</span> <span class=""active"">last</span> <span class=""active"">visit.</span> <span>This</span> <span>place</span> <span>is</span> <span>definitely</span> <span>not</span> <span>in</span> <span>it</span> <span>for</span> <span>over</span> <span>the</span> <span>top</span> <span>customer</span> <span>service.</span> <span>I</span> <span class="""">felt</span> <span class="""">like</span> <span class=""active"">I</span> <span class=""active"">was</span> <span class=""active"">a</span> <span class=""active"">burden</span> <span>eating</span> <span>there.</span> <span>If</span> <span>you</span> <span>want</span> <span>a</span> <span>wonderful</span> <span>gyro,</span> <span>go</span> <span>to</span> <span>George's.</span> <span>He</span> <span>knows</span> <span>how</span> <span>to</span> <span>treat</span> <span>his</span> <span>customers.</span> <span>I</span> <span>was</span> <span>going</span> <span>to</span> <span>buy</span> <span>a</span> <span>whole</span> <span>cake</span> <span>after</span> <span>eating,</span> <span>but</span> <span>after</span> <span>the</span> <span class=""active"">up-charge</span> <span class=""active"">NO</span> <span class=""active"">THANKS!!!!!!</span> <span class=""active"">Will</span> <span class=""active"">not</span> <span class=""active"">be</span> <span class=""active"">back.</span> <span>These</span> <span>people</span> <span class=""active"">do</span> <span class=""active"">not</span> <span class=""active"">care</span> <span>whether</span> <span>you</span> <span>eat</span> <span>there</span> <span>or</span> <span>not.</span> <span></span>"
0,"OK REALLY!!!! If your restaurant has to charge .50 cents for a few onions and 1.50 for a side of dressing, it's time to close the doors. First and last visit. This place is definitely not in it for over the top customer service. I felt like I was a burden eating there. If you want a wonderful gyro, go to George's. He knows how to treat his customers.  I was going to buy a whole cake after eating, but after the up-charge NO THANKS!!!!!!  Will not be back. These people do not care whether you eat there or not.",no,"<span>OK</span> <span>REALLY!!!!</span> <span>If</span> <span>your</span> <span>restaurant</span> <span>has</span> <span>to</span> <span>charge</span> <span>.50</span> <span>cents</span> <span>for</span> <span>a</span> <span>few</span> <span>onions</span> <span>and</span> <span>1.50</span> <span>for</span> <span>a</span> <span>side</span> <span>of</span> <span>dressing,</span> <span>it's</span> <span>time</span> <span>to</span> <span>close</span> <span>the</span> <span>doors.</span> <span>First</span> <span>and</span> <span>last</span> <span>visit.</span> <span>This</span> <span>place</span> <span>is</span> <span>definitely</span> <span>not</span> <span>in</span> <span>it</span> <span>for</span> <span>over</span> <span>the</span> <span>top</span> <span>customer</span> <span>service.</span> <span>I</span> <span>felt</span> <span>like</span> <span>I</span> <span>was</span> <span>a</span> <span>burden</span> <span>eating</span> <span>there.</span> <span>If</span> <span>you</span> <span>want</span> <span>a</span> <span class=""active"">wonderful</span> <span>gyro,</span> <span>go</span> <span>to</span> <span>George's.</span> <span>He</span> <span>knows</span> <span>how</span> <span>to</span> <span>treat</span> <span>his</span> <span>customers.</span> <span>I</span> <span>was</span> <span>going</span> <span>to</span> <span>buy</span> <span>a</span> <span>whole</span> <span>cake</span> <span>after</span> <span>eating,</span> <span>but</span> <span>after</span> <span>the</span> <span class=""active"">up-charge</span> <span>NO</span> <span>THANKS!!!!!!</span> <span>Will</span> <span>not</span> <span>be</span> <span>back.</span> <span>These</span> <span>people</span> <span>do</span> <span>not</span> <span>care</span> <span>whether</span> <span>you</span> <span>eat</span> <span>there</span> <span>or</span> <span>not.</span> <span></span>"
0,"OK REALLY!!!! If your restaurant has to charge .50 cents for a few onions and 1.50 for a side of dressing, it's time to close the doors. First and last visit. This place is definitely not in it for over the top customer service. I felt like I was a burden eating there. If you want a wonderful gyro, go to George's. He knows how to treat his customers.  I was going to buy a whole cake after eating, but after the up-charge NO THANKS!!!!!!  Will not be back. These people do not care whether you eat there or not.",no,"<span>OK</span> <span>REALLY!!!!</span> <span>If</span> <span>your</span> <span>restaurant</span> <span>has</span> <span>to</span> <span>charge</span> <span>.50</span> <span>cents</span> <span>for</span> <span>a</span> <span>few</span> <span>onions</span> <span>and</span> <span>1.50</span> <span>for</span> <span>a</span> <span>side</span> <span>of</span> <span>dressing,</span> <span>it's</span> <span class=""active"">time</span> <span class=""active"">to</span> <span class=""active"">close</span> <span class=""active"">the</span> <span class=""active"">doors.</span> <span class=""active"">First</span> <span class=""active"">and</span> <span class=""active"">last</span> <span class=""active"">visit.</span> <span>This</span> <span>place</span> <span>is</span> <span>definitely</span> <span class=""active"">not</span> <span class=""active"">in</span> <span class=""active"">it</span> <span class=""active"">for</span> <span class=""active"">over</span> <span class=""active"">the</span> <span class=""active"">top</span> <span class=""active"">customer</span> <span class=""active"">service.</span> <span>I</span> <span class=""active"">felt</span> <span class=""active"">like</span> <span class=""active"">I</span> <span class=""active"">was</span> <span class=""active"">a</span> <span class=""active"">burden</span> <span>eating</span> <span>there.</span> <span>If</span> <span>you</span> <span>want</span> <span>a</span> <span>wonderful</span> <span>gyro,</span> <span class=""active"">go</span> <span class=""active"">to</span> <span class=""active"">George's.</span> <span>He</span> <span>knows</span> <span>how</span> <span>to</span> <span>treat</span> <span>his</span> <span>customers.</span> <span>I</span> <span>was</span> <span>going</span> <span>to</span> <span>buy</span> <span>a</span> <span>whole</span> <span>cake</span> <span>after</span> <span>eating,</span> <span>but</span> <span>after</span> <span>the</span> <span>up-charge</span> <span>NO</span> <span>THANKS!!!!!!</span> <span class=""active"">Will</span> <span class=""active"">not</span> <span class=""active"">be</span> <span class=""active"">back.</span> <span class=""active"">These</span> <span class=""active"">people</span> <span class=""active"">do</span> <span class=""active"">not</span> <span class=""active"">care</span> <span>whether</span> <span>you</span> <span>eat</span> <span>there</span> <span>or</span> <span>not.</span> <span></span>"
0,"Ok, so A bunch of us went down to U of I for the weekend and someone we know said we should try this place. It looks nice and their pastries are delicious...BUT...their crepes..are meh...

I ordered the strawberry and cream crepes and I didn't like them much. Their crepes had too much cream and the cream was very strong, over powering the crepes. Strawberries weren't ripe, so a little sour in taste and the crepe was just ok. Overall, the taste wasn't pleasing and I will only be coming here if I have to, or for their bakery items.",yes,"<span>Ok,</span> <span>so</span> <span>A</span> <span>bunch</span> <span>of</span> <span>us</span> <span>went</span> <span>down</span> <span>to</span> <span>U</span> <span>of</span> <span>I</span> <span>for</span> <span>the</span> <span>weekend</span> <span>and</span> <span>someone</span> <span>we</span> <span>know</span> <span>said</span> <span>we</span> <span>should</span> <span>try</span> <span>this</span> <span>place.</span> <span class=""active"">It</span> <span class=""active"">looks</span> <span class=""active"">nice</span> <span class=""active"">and</span> <span class=""active"">their</span> <span class=""active"">pastries</span> <span class=""active"">are</span> <span class=""active"">delicious...BUT...their</span> <span class=""active"">crepes..are</span> <span class=""active"">meh...</span> <span class=""active"">I</span> <span class=""active"">ordered</span> <span class=""active"">the</span> <span class=""active"">strawberry</span> <span class=""active"">and</span> <span class=""active"">cream</span> <span class=""active"">crepes</span> <span>and</span> <span>I</span> <span>didn't</span> <span>like</span> <span>them</span> <span>much.</span> <span>Their</span> <span>crepes</span> <span>had</span> <span>too</span> <span>much</span> <span>cream</span> <span>and</span> <span>the</span> <span>cream</span> <span>was</span> <span>very</span> <span>strong,</span> <span>over</span> <span>powering</span> <span>the</span> <span>crepes.</span> <span>Strawberries</span> <span>weren't</span> <span>ripe,</span> <span>so</span> <span>a</span> <span>little</span> <span>sour</span> <span>in</span> <span>taste</span> <span>and</span> <span>the</span> <span>crepe</span> <span>was</span> <span>just</span> <span>ok.</span> <span>Overall,</span> <span>the</span> <span>taste</span> <span>wasn't</span> <span>pleasing</span> <span>and</span> <span>I</span> <span>will</span> <span>only</span> <span>be</span> <span>coming</span> <span>here</span> <span>if</span> <span>I</span> <span>have</span> <span>to,</span> <span>or</span> <span>for</span> <span>their</span> <span>bakery</span> <span>items.</span> <span></span>"
0,"Ok, so A bunch of us went down to U of I for the weekend and someone we know said we should try this place. It looks nice and their pastries are delicious...BUT...their crepes..are meh...

I ordered the strawberry and cream crepes and I didn't like them much. Their crepes had too much cream and the cream was very strong, over powering the crepes. Strawberries weren't ripe, so a little sour in taste and the crepe was just ok. Overall, the taste wasn't pleasing and I will only be coming here if I have to, or for their bakery items.",no,"<span>Ok,</span> <span>so</span> <span>A</span> <span>bunch</span> <span>of</span> <span>us</span> <span>went</span> <span>down</span> <span>to</span> <span>U</span> <span>of</span> <span>I</span> <span>for</span> <span>the</span> <span>weekend</span> <span>and</span> <span>someone</span> <span>we</span> <span>know</span> <span>said</span> <span>we</span> <span>should</span> <span>try</span> <span>this</span> <span>place.</span> <span>It</span> <span>looks</span> <span>nice</span> <span>and</span> <span>their</span> <span>pastries</span> <span>are</span> <span>delicious...BUT...their</span> <span>crepes..are</span> <span class=""active"">meh...</span> <span>I</span> <span>ordered</span> <span>the</span> <span>strawberry</span> <span>and</span> <span>cream</span> <span>crepes</span> <span>and</span> <span>I</span> <span class=""active"">didn't</span> <span class=""active"">like</span> <span>them</span> <span>much.</span> <span>Their</span> <span>crepes</span> <span>had</span> <span>too</span> <span>much</span> <span>cream</span> <span>and</span> <span>the</span> <span>cream</span> <span>was</span> <span>very</span> <span class=""active"">strong,</span> <span class=""active"">over</span> <span class=""active"">powering</span> <span>the</span> <span>crepes.</span> <span>Strawberries</span> <span class=""active"">weren't</span> <span class=""active"">ripe,</span> <span>so</span> <span>a</span> <span>little</span> <span class=""active"">sour</span> <span>in</span> <span>taste</span> <span>and</span> <span>the</span> <span>crepe</span> <span>was</span> <span>just</span> <span>ok.</span> <span>Overall,</span> <span>the</span> <span>taste</span> <span class=""active"">wasn't</span> <span class=""active"">pleasing</span> <span>and</span> <span>I</span> <span>will</span> <span>only</span> <span>be</span> <span>coming</span> <span>here</span> <span>if</span> <span>I</span> <span>have</span> <span>to,</span> <span>or</span> <span>for</span> <span>their</span> <span>bakery</span> <span>items.</span> <span></span>"
0,"Ok, so A bunch of us went down to U of I for the weekend and someone we know said we should try this place. It looks nice and their pastries are delicious...BUT...their crepes..are meh...

I ordered the strawberry and cream crepes and I didn't like them much. Their crepes had too much cream and the cream was very strong, over powering the crepes. Strawberries weren't ripe, so a little sour in taste and the crepe was just ok. Overall, the taste wasn't pleasing and I will only be coming here if I have to, or for their bakery items.",no,"<span>Ok,</span> <span>so</span> <span>A</span> <span>bunch</span> <span>of</span> <span>us</span> <span>went</span> <span>down</span> <span>to</span> <span>U</span> <span>of</span> <span>I</span> <span>for</span> <span>the</span> <span>weekend</span> <span>and</span> <span>someone</span> <span>we</span> <span>know</span> <span>said</span> <span>we</span> <span>should</span> <span>try</span> <span>this</span> <span>place.</span> <span>It</span> <span>looks</span> <span>nice</span> <span>and</span> <span>their</span> <span>pastries</span> <span>are</span> <span>delicious...BUT...their</span> <span>crepes..are</span> <span>meh...</span> <span>I</span> <span>ordered</span> <span>the</span> <span>strawberry</span> <span>and</span> <span>cream</span> <span>crepes</span> <span>and</span> <span class=""active"">I</span> <span class=""active"">didn't</span> <span class=""active"">like</span> <span class=""active"">them</span> <span class=""active"">much.</span> <span>Their</span> <span>crepes</span> <span>had</span> <span>too</span> <span>much</span> <span>cream</span> <span>and</span> <span>the</span> <span>cream</span> <span>was</span> <span>very</span> <span>strong,</span> <span>over</span> <span>powering</span> <span>the</span> <span>crepes.</span> <span class=""active"">Strawberries</span> <span class=""active"">weren't</span> <span class=""active"">ripe,</span> <span>so</span> <span>a</span> <span class=""active"">little</span> <span class=""active"">sour</span> <span>in</span> <span>taste</span> <span>and</span> <span>the</span> <span>crepe</span> <span>was</span> <span>just</span> <span>ok.</span> <span>Overall,</span> <span>the</span> <span class=""active"">taste</span> <span class=""active"">wasn't</span> <span class=""active"">pleasing</span> <span>and</span> <span>I</span> <span>will</span> <span class=""active"">only</span> <span class=""active"">be</span> <span class=""active"">coming</span> <span class=""active"">here</span> <span class=""active"">if</span> <span class=""active"">I</span> <span class=""active"">have</span> <span class=""active"">to,</span> <span>or</span> <span>for</span> <span>their</span> <span>bakery</span> <span>items.</span> <span></span>"
0,"Okay food in a fast food ambiance.  I had the chicken chimichanga combination plate.  The tortilla was very crispy and the filling included some cheese, onions, and chilies.  The chimi was topped with generous helpings of guacamole and sour cream.  The rice was dry, but the refried beans were okay.  The Dr. Pepper in the soda fountain was a teensy bit watered down. 

My husband was not impressed with his carnitas burrito.  He got a nasty surprise when he cut it open.  It was stuffed with pico de gallo and guacamole, in addition to the dry carnitas.  He hates guacamole.",idk,"<span class=""active"">Okay</span> <span>food</span> <span>in</span> <span>a</span> <span>fast</span> <span>food</span> <span>ambiance.</span> <span>I</span> <span>had</span> <span>the</span> <span>chicken</span> <span>chimichanga</span> <span>combination</span> <span>plate.</span> <span>The</span> <span>tortilla</span> <span>was</span> <span>very</span> <span class=""active"">crispy</span> <span>and</span> <span>the</span> <span>filling</span> <span>included</span> <span>some</span> <span>cheese,</span> <span>onions,</span> <span>and</span> <span>chilies.</span> <span>The</span> <span>chimi</span> <span>was</span> <span>topped</span> <span>with</span> <span class=""active"">generous</span> <span>helpings</span> <span>of</span> <span>guacamole</span> <span>and</span> <span>sour</span> <span>cream.</span> <span>The</span> <span>rice</span> <span>was</span> <span class=""active"">dry,</span> <span>but</span> <span>the</span> <span>refried</span> <span>beans</span> <span>were</span> <span class=""active"">okay.</span> <span>The</span> <span>Dr.</span> <span>Pepper</span> <span>in</span> <span>the</span> <span>soda</span> <span>fountain</span> <span>was</span> <span>a</span> <span>teensy</span> <span>bit</span> <span class=""active"">watered</span> <span class=""active"">down.</span> <span>My</span> <span>husband</span> <span>was</span> <span class=""active"">not</span> <span class=""active"">impressed</span> <span>with</span> <span>his</span> <span>carnitas</span> <span>burrito.</span> <span>He</span> <span>got</span> <span>a</span> <span class=""active"">nasty</span> <span>surprise</span> <span>when</span> <span>he</span> <span>cut</span> <span>it</span> <span>open.</span> <span>It</span> <span>was</span> <span>stuffed</span> <span>with</span> <span>pico</span> <span>de</span> <span>gallo</span> <span>and</span> <span>guacamole,</span> <span>in</span> <span>addition</span> <span>to</span> <span>the</span> <span class=""active"">dry</span> <span>carnitas.</span> <span>He</span> <span class=""active"">hates</span> <span>guacamole.</span> <span></span>"
0,"Okay food in a fast food ambiance.  I had the chicken chimichanga combination plate.  The tortilla was very crispy and the filling included some cheese, onions, and chilies.  The chimi was topped with generous helpings of guacamole and sour cream.  The rice was dry, but the refried beans were okay.  The Dr. Pepper in the soda fountain was a teensy bit watered down. 

My husband was not impressed with his carnitas burrito.  He got a nasty surprise when he cut it open.  It was stuffed with pico de gallo and guacamole, in addition to the dry carnitas.  He hates guacamole.",idk,"<span class="""">Okay</span> <span>food</span> <span>in</span> <span>a</span> <span>fast</span> <span>food</span> <span>ambiance.</span> <span>I</span> <span>had</span> <span>the</span> <span>chicken</span> <span>chimichanga</span> <span>combination</span> <span>plate.</span> <span>The</span> <span>tortilla</span> <span>was</span> <span class=""active"">very</span> <span class=""active"">crispy</span> <span>and</span> <span>the</span> <span>filling</span> <span>included</span> <span>some</span> <span>cheese,</span> <span>onions,</span> <span>and</span> <span>chilies.</span> <span>The</span> <span>chimi</span> <span>was</span> <span>topped</span> <span>with</span> <span class=""active"">generous</span> <span class=""active"">helpings</span> <span class=""active"">of</span> <span class=""active"">guacamole</span> <span class=""active"">and</span> <span class=""active"">sour</span> <span class=""active"">cream.</span> <span>The</span> <span>rice</span> <span>was</span> <span>dry,</span> <span>but</span> <span>the</span> <span>refried</span> <span>beans</span> <span>were</span> <span>okay.</span> <span>The</span> <span>Dr.</span> <span>Pepper</span> <span>in</span> <span>the</span> <span>soda</span> <span>fountain</span> <span>was</span> <span>a</span> <span>teensy</span> <span>bit</span> <span class=""active"">watered</span> <span class=""active"">down.</span> <span>My</span> <span class=""active"">husband</span> <span class=""active"">was</span> <span class=""active"">not</span> <span class=""active"">impressed</span> <span>with</span> <span>his</span> <span>carnitas</span> <span>burrito.</span> <span>He</span> <span>got</span> <span>a</span> <span class=""active"">nasty</span> <span class=""active"">surprise</span> <span>when</span> <span>he</span> <span>cut</span> <span>it</span> <span>open.</span> <span>It</span> <span>was</span> <span>stuffed</span> <span>with</span> <span>pico</span> <span>de</span> <span>gallo</span> <span>and</span> <span>guacamole,</span> <span>in</span> <span>addition</span> <span>to</span> <span>the</span> <span>dry</span> <span>carnitas.</span> <span>He</span> <span>hates</span> <span>guacamole.</span> <span></span>"
0,"Okay food in a fast food ambiance.  I had the chicken chimichanga combination plate.  The tortilla was very crispy and the filling included some cheese, onions, and chilies.  The chimi was topped with generous helpings of guacamole and sour cream.  The rice was dry, but the refried beans were okay.  The Dr. Pepper in the soda fountain was a teensy bit watered down. 

My husband was not impressed with his carnitas burrito.  He got a nasty surprise when he cut it open.  It was stuffed with pico de gallo and guacamole, in addition to the dry carnitas.  He hates guacamole.",idk,"<span class="""">Okay</span> <span>food</span> <span>in</span> <span>a</span> <span>fast</span> <span>food</span> <span>ambiance.</span> <span>I</span> <span>had</span> <span>the</span> <span>chicken</span> <span>chimichanga</span> <span>combination</span> <span>plate.</span> <span>The</span> <span>tortilla</span> <span>was</span> <span>very</span> <span class=""active"">crispy</span> <span>and</span> <span>the</span> <span>filling</span> <span>included</span> <span>some</span> <span>cheese,</span> <span>onions,</span> <span>and</span> <span>chilies.</span> <span>The</span> <span>chimi</span> <span>was</span> <span>topped</span> <span>with</span> <span class=""active"">generous</span> <span>helpings</span> <span>of</span> <span>guacamole</span> <span>and</span> <span>sour</span> <span>cream.</span> <span>The</span> <span>rice</span> <span>was</span> <span class=""active"">dry,</span> <span>but</span> <span>the</span> <span>refried</span> <span>beans</span> <span>were</span> <span class=""active"">okay.</span> <span>The</span> <span>Dr.</span> <span>Pepper</span> <span>in</span> <span>the</span> <span>soda</span> <span>fountain</span> <span>was</span> <span>a</span> <span>teensy</span> <span>bit</span> <span class=""active"">watered</span> <span class=""active"">down.</span> <span>My</span> <span>husband</span> <span>was</span> <span class=""active"">not</span> <span class=""active"">impressed</span> <span>with</span> <span>his</span> <span>carnitas</span> <span>burrito.</span> <span>He</span> <span>got</span> <span>a</span> <span class=""active"">nasty</span> <span>surprise</span> <span>when</span> <span>he</span> <span>cut</span> <span>it</span> <span>open.</span> <span>It</span> <span>was</span> <span>stuffed</span> <span>with</span> <span>pico</span> <span>de</span> <span>gallo</span> <span>and</span> <span>guacamole,</span> <span>in</span> <span>addition</span> <span>to</span> <span>the</span> <span class=""active"">dry</span> <span>carnitas.</span> <span>He</span> <span class=""active"">hates</span> <span>guacamole.</span> <span></span>"
0,"Okayyyyy first of all, we came here on a Tuesday and ANY respectable taco place would have specials!! But Taco Guild does not. This place should be called ""Tequila Guild"" (because the selection is vast) and not ""Taco Guild"" because the selection isn't great. My girlfriend ordered chicken enchiladas and her beans tasted like straight up Hormel chili!! Everything else was really bland.I ordered 3 tacos and was only impressed with the shrimp one. All in all, it's a really cool atmosphere with lack luster food. For the price you pay the quality of food you receive is not adequate",no,"<span>Okayyyyy</span> <span>first</span> <span>of</span> <span>all,</span> <span>we</span> <span>came</span> <span>here</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>and</span> <span>ANY</span> <span>respectable</span> <span>taco</span> <span>place</span> <span>would</span> <span>have</span> <span>specials!!</span> <span>But</span> <span>Taco</span> <span>Guild</span> <span>does</span> <span>not.</span> <span>This</span> <span>place</span> <span>should</span> <span>be</span> <span>called</span> <span>""Tequila</span> <span>Guild""</span> <span>(because</span> <span>the</span> <span>selection</span> <span>is</span> <span>vast)</span> <span>and</span> <span>not</span> <span>""Taco</span> <span>Guild""</span> <span>because</span> <span>the</span> <span class=""active"">selection</span> <span class=""active"">isn't</span> <span class=""active"">great.</span> <span>My</span> <span>girlfriend</span> <span>ordered</span> <span>chicken</span> <span>enchiladas</span> <span>and</span> <span>her</span> <span>beans</span> <span>tasted</span> <span>like</span> <span>straight</span> <span>up</span> <span>Hormel</span> <span>chili!!</span> <span>Everything</span> <span>else</span> <span>was</span> <span>really</span> <span class=""active"">bland.I</span> <span>ordered</span> <span>3</span> <span>tacos</span> <span>and</span> <span>was</span> <span>only</span> <span>impressed</span> <span>with</span> <span>the</span> <span>shrimp</span> <span>one.</span> <span>All</span> <span>in</span> <span>all,</span> <span>it's</span> <span>a</span> <span>really</span> <span>cool</span> <span>atmosphere</span> <span>with</span> <span class=""active"">lack</span> <span class=""active"">luster</span> <span class=""active"">food.</span> <span>For</span> <span>the</span> <span>price</span> <span>you</span> <span>pay</span> <span>the</span> <span>quality</span> <span>of</span> <span>food</span> <span>you</span> <span>receive</span> <span>is</span> <span>not</span> <span>adequate</span> <span></span>"
0,"Okayyyyy first of all, we came here on a Tuesday and ANY respectable taco place would have specials!! But Taco Guild does not. This place should be called ""Tequila Guild"" (because the selection is vast) and not ""Taco Guild"" because the selection isn't great. My girlfriend ordered chicken enchiladas and her beans tasted like straight up Hormel chili!! Everything else was really bland.I ordered 3 tacos and was only impressed with the shrimp one. All in all, it's a really cool atmosphere with lack luster food. For the price you pay the quality of food you receive is not adequate",no,"<span>Okayyyyy</span> <span>first</span> <span>of</span> <span>all,</span> <span>we</span> <span>came</span> <span>here</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>and</span> <span class=""active"">ANY</span> <span class=""active"">respectable</span> <span>taco</span> <span>place</span> <span>would</span> <span>have</span> <span>specials!!</span> <span>But</span> <span>Taco</span> <span>Guild</span> <span>does</span> <span>not.</span> <span>This</span> <span>place</span> <span>should</span> <span>be</span> <span>called</span> <span>""Tequila</span> <span>Guild""</span> <span>(because</span> <span>the</span> <span>selection</span> <span>is</span> <span>vast)</span> <span>and</span> <span>not</span> <span>""Taco</span> <span>Guild""</span> <span>because</span> <span>the</span> <span>selection</span> <span>isn't</span> <span>great.</span> <span>My</span> <span>girlfriend</span> <span>ordered</span> <span>chicken</span> <span>enchiladas</span> <span>and</span> <span>her</span> <span>beans</span> <span>tasted</span> <span>like</span> <span>straight</span> <span>up</span> <span class=""active"">Hormel</span> <span class=""active"">chili!!</span> <span>Everything</span> <span>else</span> <span>was</span> <span class=""active"">really</span> <span class=""active"">bland.I</span> <span>ordered</span> <span>3</span> <span>tacos</span> <span>and</span> <span>was</span> <span>only</span> <span>impressed</span> <span>with</span> <span>the</span> <span>shrimp</span> <span>one.</span> <span>All</span> <span>in</span> <span>all,</span> <span>it's</span> <span>a</span> <span>really</span> <span class="""">cool</span> <span class="""">atmosphere</span> <span>with</span> <span class=""active"">lack</span> <span class=""active"">luster</span> <span class=""active"">food.</span> <span>For</span> <span>the</span> <span>price</span> <span>you</span> <span>pay</span> <span>the</span> <span class=""active"">quality</span> <span class=""active"">of</span> <span class=""active"">food</span> <span class=""active"">you</span> <span class=""active"">receive</span> <span class=""active"">is</span> <span class=""active"">not</span> <span class=""active"">adequate</span> <span></span>"
0,"Okayyyyy first of all, we came here on a Tuesday and ANY respectable taco place would have specials!! But Taco Guild does not. This place should be called ""Tequila Guild"" (because the selection is vast) and not ""Taco Guild"" because the selection isn't great. My girlfriend ordered chicken enchiladas and her beans tasted like straight up Hormel chili!! Everything else was really bland.I ordered 3 tacos and was only impressed with the shrimp one. All in all, it's a really cool atmosphere with lack luster food. For the price you pay the quality of food you receive is not adequate",no,"<span>Okayyyyy</span> <span>first</span> <span>of</span> <span>all,</span> <span>we</span> <span>came</span> <span>here</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>and</span> <span>ANY</span> <span>respectable</span> <span>taco</span> <span>place</span> <span>would</span> <span>have</span> <span>specials!!</span> <span>But</span> <span>Taco</span> <span>Guild</span> <span>does</span> <span>not.</span> <span>This</span> <span>place</span> <span>should</span> <span>be</span> <span>called</span> <span>""Tequila</span> <span>Guild""</span> <span>(because</span> <span>the</span> <span class=""active"">selection</span> <span class=""active"">is</span> <span class=""active"">vast)</span> <span>and</span> <span>not</span> <span>""Taco</span> <span>Guild""</span> <span>because</span> <span>the</span> <span class=""active"">selection</span> <span class=""active"">isn't</span> <span class=""active"">great.</span> <span>My</span> <span>girlfriend</span> <span>ordered</span> <span>chicken</span> <span>enchiladas</span> <span>and</span> <span>her</span> <span class=""active"">beans</span> <span class=""active"">tasted</span> <span class=""active"">like</span> <span class=""active"">straight</span> <span class=""active"">up</span> <span class=""active"">Hormel</span> <span class=""active"">chili!!</span> <span>Everything</span> <span>else</span> <span>was</span> <span class=""active"">really</span> <span class=""active"">bland.I</span> <span>ordered</span> <span>3</span> <span>tacos</span> <span>and</span> <span>was</span> <span>only</span> <span>impressed</span> <span>with</span> <span>the</span> <span>shrimp</span> <span>one.</span> <span>All</span> <span>in</span> <span>all,</span> <span>it's</span> <span>a</span> <span>really</span> <span>cool</span> <span>atmosphere</span> <span>with</span> <span class=""active"">lack</span> <span class=""active"">luster</span> <span class=""active"">food.</span> <span>For</span> <span>the</span> <span>price</span> <span>you</span> <span>pay</span> <span>the</span> <span class=""active"">quality</span> <span class=""active"">of</span> <span class=""active"">food</span> <span class=""active"">you</span> <span class=""active"">receive</span> <span class=""active"">is</span> <span class=""active"">not</span> <span class=""active"">adequate</span> <span></span>"
